"","sim","LR"
"1",1,3.39805366208611
"2",2,1.88126731285911
"3",3,0.0113257348843945
"4",4,4.72245249368143
"5",5,-0.00000558395140615175
"6",6,1.69214473505644
"7",7,0.0255624121837172
"8",8,2.40960770185757
"9",9,0.706766553424131
"10",10,0.040957120334042
"11",11,1.01102915360025
"12",12,2.58494630595897
"13",13,0.301862359903225
"14",14,5.91746980134849
"15",15,-0.0000136046478473872
"16",16,3.00875155856102
"17",17,0.00407876020472031
"18",18,2.07688382810875
"19",19,1.51434269487663
"20",20,0.0716024787102469
"21",21,-0.0000068028916757612
"22",22,-0.0000257165934272052
"23",23,7.5427170345788
"24",24,-0.00000547124500371865
"25",25,0.251381295608553
"26",26,0.641433383344975
"27",27,0.817183898918756
"28",28,1.78119787988317
"29",29,1.6272830616499
"30",30,0.0401422670520333
"31",31,0.609283829881406
"32",32,1.55690556772515
"33",33,0.820043878309207
"34",34,1.97864956656122
"35",35,4.60122889961485
"36",36,1.31306222801641
"37",37,1.59914535608959
"38",38,1.82097477301795
"39",39,1.77877479885092
"40",40,0.141899401466617
"41",41,1.71842497810667
"42",42,0.379431959650901
"43",43,1.18035046430032
"44",44,0.00913111386580567
"45",45,1.53832691831849
"46",46,-0.0000277084473054856
"47",47,3.79820388932239
"48",48,0.891292072280066
"49",49,0.0354218019115251
"50",50,5.94549800349705
"51",51,1.77671783060759
"52",52,0.216424309237937
"53",53,3.42361337677721
"54",54,0.0467373789037993
"55",55,0.392923998020251
"56",56,1.77342902814735
"57",57,0.972902553214226
"58",58,8.74845334284464
"59",59,0.410173871848201
"60",60,5.1123866184862
"61",61,8.71672945329101
"62",62,5.74291118559631
"63",63,-0.00000652128846923006
"64",64,0.12959710252062
"65",65,-0.00000441242491433513
"66",66,0.705966215155968
"67",67,1.7058350172847
"68",68,0.05811693222131
"69",69,2.34619176581828
"70",70,0.615029807604515
"71",71,2.29064681128466
"72",72,0.459005477324354
"73",73,3.78918811469339
"74",74,0.306866594343319
"75",75,1.98935489175847
"76",76,-0.00000815409339338657
"77",77,0.370706035681451
"78",78,4.77801261164859
"79",79,3.36087855915048
"80",80,2.37330956951428
"81",81,0.0158396273523067
"82",82,0.146287396499247
"83",83,1.06989982111099
"84",84,0.100271920743126
"85",85,0.489480516394451
"86",86,0.325874387621752
"87",87,0.556842046958081
"88",88,-0.00000179599874172709
"89",89,7.49300687489858
"90",90,5.95715770877359
"91",91,0.128147935050492
"92",92,3.69449781529784
"93",93,0.570977273299832
"94",94,13.1025976611095
"95",95,-0.0000254076185228769
"96",96,0.00658009873995979
"97",97,1.52449204597679
"98",98,3.78242113299757
"99",99,0.0222942793056973
"100",100,0.168523328585707
"101",101,4.89963928500219
"102",102,5.29859485248335
"103",103,0.999448297175149
"104",104,0.320833694362136
"105",105,0.204151896727581
"106",106,0.45239982073781
"107",107,1.11517011921342
"108",108,0.0724957538618582
"109",109,0.408746045287444
"110",110,1.64360831421027
"111",111,-0.00000396194218410528
"112",112,6.24121549182973
"113",113,1.70851888592415
"114",114,1.90929954842386
"115",115,0.997084384675873
"116",116,1.5919775658449
"117",117,2.79620003927266
"118",118,0.470929337042435
"119",119,1.34712137521774
"120",120,2.08573153287807
"121",121,1.87764952067255
"122",122,0.0491336288600905
"123",123,1.65223900730143
"124",124,1.88071763813923
"125",125,6.85345746296662
"126",126,0.871845977748308
"127",127,-0.0000148704029925284
"128",128,1.49057265932333
"129",129,1.63624295275395
"130",130,-0.0000084089601841697
"131",131,1.52031678229741
"132",132,-0.0000115072180051357
"133",133,1.21284413921876
"134",134,-0.00000373325246982859
"135",135,1.60071347513031
"136",136,-0.00000603016815148294
"137",137,1.88817774373683
"138",138,1.65573925777517
"139",139,0.233405221331395
"140",140,1.65444756835177
"141",141,2.43720639604589
"142",142,-0.00000804814908406115
"143",143,2.73324290294568
"144",144,4.14393617760015
"145",145,0.824016528957145
"146",146,9.05071101130761
"147",147,8.70829396467434
"148",148,4.25909132954212
"149",149,0.294898695865413
"150",150,0.483257314463117
"151",151,4.36700905824273
"152",152,1.53045285671533
"153",153,-0.00000511270809511188
"154",154,1.82362908634832
"155",155,2.76278096937449
"156",156,0.0667712188574114
"157",157,-0.0000319920918627759
"158",158,0.0118181941365947
"159",159,1.02370917505641
"160",160,0.364603827570136
"161",161,1.31988567889084
"162",162,1.61652063584052
"163",163,0.655996534903807
"164",164,0.528320770004484
"165",165,0.0809336625993637
"166",166,-0.00000563967660127673
"167",167,0.506254407394408
"168",168,1.19441540847811
"169",169,-0.00000997319466478075
"170",170,4.56261816219921
"171",171,-0.0000217218862417212
"172",172,-0.00000871604379426572
"173",173,2.85565730444841
"174",174,0.332478381378223
"175",175,-0.0000193503901755321
"176",176,1.01704890004521
"177",177,0.0670454932546818
"178",178,0.340708523227477
"179",179,0.219048339152778
"180",180,3.14806620466288
"181",181,2.20967509253569
"182",182,0.345606889631654
"183",183,2.28123109806529
"184",184,0.566185903925543
"185",185,0.0859295747845863
"186",186,5.16272592575842
"187",187,2.37645667830202
"188",188,2.5090844166225
"189",189,0.197327772725203
"190",190,0.0290206954823589
"191",191,0.249587884034099
"192",192,-0.00000826268433229416
"193",193,1.73554704087474
"194",194,-0.00000624667472948204
"195",195,2.28260400474301
"196",196,0.0503593230650949
"197",197,3.10618470868121
"198",198,-0.0000048925385272014
"199",199,3.28728861038098
"200",200,0.618860238022535
"201",201,2.65461171506149
"202",202,1.70573570631086
"203",203,6.11708192850801
"204",204,0.0394303732668959
"205",205,6.1045784901894
"206",206,4.39329733676504
"207",207,0.130535948849229
"208",208,1.02844322225246
"209",209,5.65955635456294
"210",210,0.125619303154963
"211",211,0.0673195683461927
"212",212,3.2715323821717
"213",213,4.68302397058369
"214",214,12.3793268645054
"215",215,0.740917809016082
"216",216,0.825155162229294
"217",217,8.44523441739238
"218",218,-0.0000239343116845703
"219",219,3.72035802402752
"220",220,0.0937663468239407
"221",221,0.422151706403383
"222",222,3.43998847070134
"223",223,2.27253755315496
"224",224,1.87409563485426
"225",225,0.0651000658922385
"226",226,6.95078259845877
"227",227,0.00143686362252993
"228",228,0.264159385926632
"229",229,3.88159183156313
"230",230,5.10658287032538
"231",231,6.01668573335883
"232",232,-0.00000463137439510319
"233",233,2.23303717325143
"234",234,1.92097091972255
"235",235,4.77957899407374
"236",236,2.04752031776889
"237",237,-0.00000706191303834203
"238",238,4.24290024660149
"239",239,2.5983806072868
"240",240,2.16459125679694
"241",241,0.261034641936021
"242",242,1.3401982773662
"243",243,1.99519807929755
"244",244,0.32333036267346
"245",245,0.164415900377207
"246",246,0.951347625574726
"247",247,1.6335197112985
"248",248,-0.0000081830371527758
"249",249,3.60309250222963
"250",250,0.00345351583291631
"251",251,5.59981238807359
"252",252,-0.00000531225123268086
"253",253,1.62783875960577
"254",254,0.132638603997748
"255",255,2.99893467074526
"256",256,0.345050767681641
"257",257,1.82130462436953
"258",258,-0.00000576023512621759
"259",259,0.728943699919
"260",260,4.04091672863888
"261",261,2.08757582015915
"262",262,4.46182179724838
"263",263,0.428135439363814
"264",264,0.000242793880261161
"265",265,1.03870091279714
"266",266,0.199932516113222
"267",267,1.79539968190011
"268",268,-0.0000287257216768921
"269",269,4.96564059502634
"270",270,-0.00000677806747262366
"271",271,-0.00000626740029474604
"272",272,1.35346987382036
"273",273,6.07501331433104
"274",274,0.20678269727523
"275",275,1.04554589571399
"276",276,0.431659361846869
"277",277,0.0745590190058465
"278",278,1.69420439308124
"279",279,0.135710159082919
"280",280,1.77512370817794
"281",281,0.411492932813417
"282",282,2.85443828273219
"283",283,0.0927236923557757
"284",284,0.477725363556601
"285",285,0.991910422995261
"286",286,1.95589392989405
"287",287,-0.0000233918362937402
"288",288,1.50800882569274
"289",289,0.555302481161107
"290",290,0.00251896480767755
"291",291,1.27172855754634
"292",292,5.86717946448789
"293",293,-0.0000178900509126834
